code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
00912754	3 Seed & Oat Granola	https://static.openfoodfacts.org/images/products/00912754/front_en.3.400.jpg	0	a		1937		20	2.5								50.8	12.7			7.7	16.1				0.08	0.031496062992126																																										-1	-1							
00913744	Muesli		0	a		1632		10.9	1.7								56.7	20			9.2	11.6				0	0																																										-1	-1							
00933216	4 Nut And Flame Raisin Granola		0	c	3	1916		18.5	1.8								59.5	23.3			6.5	10				0.1	0.0393700787401575																																				20						6	6							
0096619203406	Muesli		0	c		1674		13.1	3								55.2	15.2				10.6				0	0																																										4	4							
01817966	Fruity muesli	https://static.openfoodfacts.org/images/products/01817966/front_en.3.400.jpg	1	b	3	1439		2.5	0.6								71.6	29.9			5.7	5.9				0.04	0.015748031496063	0																																									2	2							
0227628013582	Muesli céréales et fruits secs	https://static.openfoodfacts.org/images/products/022/762/801/3582/front.3.400.jpg	0		3	1683		8.1									66.2					10.3																																																							
02981444	hi8 muesli original, flahavan's	https://static.openfoodfacts.org/images/products/02981444/front_en.6.400.jpg	0	a	3	1502		5.2	1.4								72	21			5.3	11				0	0	0																																									-1	-1							
05010026516619	Oatbran Crisp Noix & Miel		4	c	4	1791		18	4.8								52.9	20.1			7.7	9.7				0.03	0.0118110236220472																																										8	8							
0628154048831	Honey Bunches of Oats Honey Roasted		1	c	4	1506		4.5	0.6								75	18			2	6				0.5	0.196850393700787																																										4	4							
0645380999836	geNUSS[explosion] - Das Low Carb Knusper Müsli		0	d	3	2406		52	31								22	6.3		11	12	13				0.2	0.078740157480315																																										13	13							
0645380999843	geNUSS[explosion] - Das Low Carb Knusper Müsli		0	d	3	2406		52	31								22	6.3		11	12	13				0.2	0.078740157480315																																										13	13							
0645380999867	durch den [KAKAO] gezogen - Das Low Carb Knusper Müsli		0	d	3	2073		42	27								24	4.3		16	15	15				0.46	0.181102362204724																																										13	13							
06548766	Muesli noisettes		0	b		1615		7.3	1.2								66.3	13.5				8.7				0.03	0.0118110236220472																																										2	2							
0655852000267	Vanilla Crunch Granola	https://static.openfoodfacts.org/images/products/065/585/200/0267/front_en.5.400.jpg	0	c	4	1840	418	12	1						0	0	78	34			6	8				0.381	0.15		0					0														0.04		0.0036																			8	8							
06935351	Muesli		0	d		1565		8.7	4.3								61	20				8.9				0.05	0.0196850393700787																																										12	12							
07228179	Croustillants Fruits Rouges	https://static.openfoodfacts.org/images/products/07228179/front.3.400.jpg	0																																																																										
07796111	Muesli aux canneberges goji myrtilles		0	a	3	1544		6.4	1.2								65	13			7.8	9.4				0.02	0.0078740157480315	0																																									-3	-3							
0813700020038	Activated superfood cereal	https://static.openfoodfacts.org/images/products/081/370/002/0038/front_en.4.400.jpg	0	a	1	920		2.5	2.5						0	0	10	5			9.8	6				0.003	0.00118110236220472		0					0.0024														0.078		0.00494																			-3	-3							
0814930010073	Fruit, Nuts & Seeds Muesli		0	c	4	1530		10	4.17								61.7	28.3			8.33	6.67				0.0847	0.0333																																										9	9							
0819898012008	Classic Granola Gluten Free	https://static.openfoodfacts.org/images/products/081/989/801/2008/front_en.4.400.jpg	0	a	4	1674		5	0	2.94	0				0	0	76	20			7.8	10				0	0		0					0.0094												0.431		0.039	0.392	0.00353	0.157	0.00294	0.000588																-2	-2							
0819898012039	Cranberry Pecan Granola	https://static.openfoodfacts.org/images/products/081/989/801/2039/front_en.4.400.jpg	1	a	4	1506		10	1						0	0	48	18			12.8	6				0.02	0.0078740157480315		0.0003192					0.0128														0.17		0.0023																			-1	-1							
0855301002594	Muesli currant rose	https://static.openfoodfacts.org/images/products/085/530/100/2594/front_en.3.400.jpg	0																																																																										
0856088003156	Vanilla Cherry Pecan Muesli	https://static.openfoodfacts.org/images/products/085/608/800/3156/front_en.10.400.jpg	0	c	3	1760	588	15.8	5.26						0	0	63.2	15.8			10.5	10.5				0	0																					0.0702		0.00474																			8	8							
0856088003163	Bircher (unsweetened) Muesli	https://static.openfoodfacts.org/images/products/085/608/800/3163/front_en.9.400.jpg	0	c	3	1760	588	15.8	4.39						0	0	63.2	12.3			12.3	14				0.111	0.0439																					0.0702		0.00474																			6	6							
0883366000248	Gourmet Granola Nature, Miel Doré, Racine de Maca		0		3	1757		14	2								68	16				12																																																							
0883366000538	Gourmet granola		0	c	3	1841		16	3								66	16			10	12				0.5842	0.23																																										7	7							
0884623100343	Honey Almond Granola	https://static.openfoodfacts.org/images/products/088/462/310/0343/front_en.7.400.jpg	0	b	4	1950	837	23.3	1.67	11.7	6.67				0	0	40	16.7			6.67	33.3				0.423	0.167		0					0														0.133		0.006																			0	0							
1013287767367	Extra Pépites 4 Noix		0	d	3	2059		24	9.4								59	19			5.2	7.3				0.75	0.295275590551181								0.00062	0.00078	0.009	0.00078	0.000112		1.4e-06									0.0053																			17	17							
11189611	Müesli Classico Alla frutta		0		1																																																																								
12613302	Muesli croustillant		0	d		1916		14	2.9								75	23				5.8				0.01	0.00393700787401575																																										12	12							
13927533	Country Store		0	c	4	1544		5	0.9								68	24			8	9				0.75	0.295275590551181																																										7	7							
1402978910005	Müsli (Muesli with dried berries)		0	c	3	1527		5.4	1								64	11				11				0.6	0.236220472440945																																										3	3							
2000000020530	Granola Sans Gluten - Thank You My Deer	https://static.openfoodfacts.org/images/products/200/000/002/0530/front.5.400.jpg	0		3	2004		20.41									60.41					13.41																																																							
2000000024279	Gerblé muesli aux fruits	https://static.openfoodfacts.org/images/products/200/000/002/4279/front.10.400.jpg	0	a	3	1519		6.8	1.1								59	13			11	11				0.02	0.0078740157480315																																										-3	-3							
2000000024280	Crousti Muesli Fruits Rouges	https://static.openfoodfacts.org/images/products/200/000/002/4280/front.6.400.jpg	0	a	3	1690		10	1.1								61	8.2			13	11				0.56	0.220472440944882																																										-1	-1							
2000000032518	Muesli aux fraises		0	d	4	1565		6.1	1								62.8	28.2				12.7				0.3	0.118110236220472																																										11	11							
2000000033526	Muesli fruits rouges		0	a	3	1531		3.9	0.8								69.5	9.9			10.2	8.2				0.02	0.0078740157480315																																										-4	-4							
2000000043521	Coco Pops Pépites multi-céréales		1	b	4	1887		17	2.5								65	18			4.8	7.2				0.08	0.031496062992126																																										1	1							
2000000044300	Clusters Muesli Chocolat au lait		5	c	4	1782		12.2	3.1								67.4	24.4			7.6	7.8				0.33	0.12992125984252																																										9	9							
2000000045037	Früchte Müsli		0	c	3	1513		2.3	0.7								76.3	22.8			4.9	5.7				0.88	0.346456692913386																																										7	7							
2000000058327	Granola Rose		0		3																																																																								
2000000064050	Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel		3	c	4	1715		9.8	1.8								68.7	22.9			6.4	8.9				0.22	0.0866141732283465																					0.424																					6	6							
20003234	Multifrucht Müsli	https://static.openfoodfacts.org/images/products/20003234/front.3.400.jpg	0	a	3	1431		5.2	1.7								59.7	20.2			10	8.9				0.08	0.031496062992126																																					22					-1	-1							
20060831	Special muesli		0	d		1623		12	4.4								57.5	25.4				8.5				0.06	0.0236220472440945																																										13	13							
20071936	Müsli Schoko	https://static.openfoodfacts.org/images/products/20071936/front.8.400.jpg	1	c	4	1767		12.5	4.8								63.4	26.1			7.3	9.9				0.05	0.0196850393700787																																										9	9							
20071943	Früchte - Müsli	https://static.openfoodfacts.org/images/products/20071943/front.8.400.jpg	0	b	4	1439		4.5	1.4								64	24			34.4	7.2				0.2	0.078740157480315																																										1	1							
20101791	Muesli croustillant aux fruits	https://static.openfoodfacts.org/images/products/20101791/front.3.400.jpg	0																																																																										
20108401	Bio muesli croustillant chocolat		0	d		1820		15.3	5.9								60.1	26.4			8.6	9.6				0.44	0.173228346456693																																										11	11							
20108405	Muesli croustillant chocolat		0																																																																										
20151515	Muesli bio chocolat		1	d	4	1879		19.6	8.1								54.3	23.8			9.1	9.2				0.15	0.0590551181102362																																										13	13							
20151522	Muesli bio orange et amande		0	c	3	1895		19.5	6.6								56.8	20.8			7.1	9.1				0.17	0.0669291338582677																																										10	10							
20151546	Muesli bio		0	d	3	1837		17.2	6.1								59.2	22.7			7.4	8.5				0.18	0.0708661417322835																																										11	11							
20151553	Musli bio		0	d		1837		17	6.1								59.6	22.7			7.4	8.5				0.2	0.078740157480315																																										11	11							
20151560	Muesli Bio Au Chocolat		1	c	4	1682		11.9	5.3								59.4	17.4			8	10.2				0.15	0.0590551181102362																																										8	8							
20151577	Muesli bio aux fruits rouges		0	a	3	1452		3.7	0.7								65.2	18.1			8.1	9.2				0.05	0.0196850393700787																																										-2	-2							
20151591	Muesli bio aux fruits séchés		0	a		1498		7	2.9								61	16.1			9.1	8.3				0.04	0.015748031496063																																										-1	-1							
20195984	Muesli bio aux 4 fruits rouges		0	a		1467		3.7	0.7								65.2	18.1			8.1	9.2				0.06	0.0236220472440945																																										-2	-2							
20201401	Muesli bio		0	c		1854		19	6.5								54	22			9.5	9.3				0.2	0.078740157480315																																										10	10							
20201790	Muesli Croustillant aux fruits		0																																																																										
20201791	Muesli Croustillant aux Fruits		4	d	4	1795		13.5	7.4								66	25				8.1				0.2	0.078740157480315																																					27					17	17							
20201797	Muesli croustillant aux fruits	https://static.openfoodfacts.org/images/products/20201797/front_en.3.400.jpg	0																																																																										
20201807	Muesli croustillant aux éclats de chocolat	https://static.openfoodfacts.org/images/products/20201807/front.18.400.jpg	1	d	4	1879		16.8	6.1								61.3	19.2			7.5	9.4				0.23	0.0905511811023622																																										11	11							
20201817	Muesli croustillant au eclat de choco	https://static.openfoodfacts.org/images/products/20201817/front.3.400.jpg	1		4																																																																								
2020187	Master crumble chocolat noisette	https://static.openfoodfacts.org/images/products/2020187/front.3.400.jpg	2	c	4	1933		17	6.8								64	22			5.7	10				0.2032	0.08																																										10	10							
20202859	Muesli		0	c		1623		10.1	5.3								63	27.2			6.9	7.8				0.05	0.0196850393700787																																				45						9	9							
20202866	Premium Müsli mit Früchten und Kernen		2	c	4	1546		7.4	2.6								62.5	27.6			8.3	8.4				0.06	0.0236220472440945																																					20					7	7							
20245121	Muesli Croustillant au sirop d'érable et aux noix de pécan	https://static.openfoodfacts.org/images/products/20245121/front.3.400.jpg	0																																																																										
20245191	Muesli croustillant sirop d'érable et noix de pecan	https://static.openfoodfacts.org/images/products/20245191/front.21.400.jpg	0	c	4	1941		18.3	5								61.8	16.2			6.1	9.8				0.1	0.0393700787401575																																										7	7							
20290535	Swiss Style Classic Muesli	https://static.openfoodfacts.org/images/products/20290535/front_en.14.400.jpg	0	a	3	374		5.9	0.8								64.2	17.1			8.4	11.9				0.15	0.0590551181102362																																										-6	-6							
20353889	Muesli Integral - Frutos Secos	https://static.openfoodfacts.org/images/products/20353889/front.8.400.jpg	0	a	3	1594		10.8	2.7								55	11			10.8	10.1				0.06	0.0236220472440945																																										-2	-2							
20419813	Knusper Schoko Müsli		1	d	4	1870		15.7	6.5								64.3	24.6			6	6				0.58	0.228346456692913																																										13	13							
2045151099990	Muesli Biologique Aux Fruits Et Noix		0	a		1544		6.8	0.7								63.5	15.8			7	10				0.1	0.0393700787401575																																										-3	-3							
20472610	Muesli		0	d		1381		2.3	0.4								66.2	39				6.6				0.03	0.0118110236220472																																										12	12							
20472627	Really Nutty Muesli		0	a	3	1552		8.7	1.7								59.2	21.5			8.9	9.5				0.04	0.015748031496063																																										-1	-1							
20503550	Knusper Kokos Müsli		0	d	4	1837		13.9	6.4								66	23.7			7.9	8.4				0.25	0.0984251968503937																																										12	12							
20507046	Bio Knuspermüsli Amaranth Schoko	https://static.openfoodfacts.org/images/products/20507046/front.8.400.jpg	0	d	4	1796		15.8	5.3								57.5	23.4			8	10				0.4	0.15748031496063																																										11	11							
20621476	Flakes Fruit & Fibre	https://static.openfoodfacts.org/images/products/20621476/front.3.400.jpg	0	c	4	1602		4.7	3.4								69.4	21.6			12.1	9.8				0.48	0.188976377952756																																										8	8							
20708222	Bio Muesli Fruits		0																																																																										
20708399	Muesli Croustillant Fruits Rouges		0	d	3	1766		11.9	5.6								66.9	30			7.8	7.8				0.21	0.0826771653543307																																										11	11							
20708405	Crunchy muesli chocolate		1	d	4	1866		16.2	6.1								61.6	23			8.6	8.8				0.3	0.118110236220472																																							8.36			12	12							
20708412	Bio Muesli Fruits		1	a	4	1456		2.7	0.5								66.6	20.2			8.5	9.5				0.2	0.078740157480315																																										-2	-2							
20708429	Muesli fruits et noix croustillant Bio		0	a	3	1560		8	1								61.2	17.7			10.2	9.3				0.03	0.0118																																					0					-3	-3							
20708799	Muesli croustillant fruits rouge		0	d		1773		11.9	5.6								66.9	30			7.8	7.8				0.21	0.0826771653543307																																										11	11							
20770099	Muesli Croustillant aux Éclats de Chocolat Noir		1	d	4	1922		18.4	7.7								59.2	18.1			8.7	9.7				0.17	0.0669291338582677																																					3					11	11							
20770112	Muesli Croustillant aux 4 Noix		0	c	4	1937		19.3	5.4								59.2	17.4			7	9.9				0.05	0.0196850393700787																																										8	8							
20839956	Muesli croustillant aux fraises		2	c	4	1845		13.8	5.4								65.7	15.7			6.9	10				0.34	0.133858267716535																																										9	9							
20884291	Muesli croustillant allégé en sucres		0	c	4	1824		14.5	5.4								59.8	10.9			11.7	10.6				0.55	0.216535433070866																																										9	9							
20898298	Bio Muesli Multicéréales		1	a	4	1473		5.7	0.8								58.3	1.3			10.7	11.6				0	0																																										-6	-6							
2111946680763	Muesli Croustillant Fruits du Soleil		0	d		1787		14	3.4								67	23				6.8				0.04	0.015748031496063																																										13	13							
22112118	Früchtemüsli Vollkorn/Trauben-Nuss Müsli Vollkorn	https://static.openfoodfacts.org/images/products/22112118/front_en.16.400.jpg	0	a	3	787		10.5	2.7								53.5	11.1			10.9	11.1				0.07	0.0275590551181102																																										-4	-4							
22122025	Knusper Müsli	https://static.openfoodfacts.org/images/products/22122025/front.3.400.jpg	0	a		1552		7.2	1.2								60.3	11			9.9	11.6				0.29	0.114173228346457																																										-2	-2							
22131447	Knusper-Müsli	https://static.openfoodfacts.org/images/products/22131447/front.6.400.jpg	0	c		1544		8	4.3								61.2	17.4			8.2	8.3				0.06	0.0236220472440945																																										6	6							
22144836	Premium Müsli Früchte und Nüsse	https://static.openfoodfacts.org/images/products/22144836/front.3.400.jpg	0	c		1828		14.9	5.7								60.7	17.9			10.8	10.8				0.68	0.267716535433071																																										10	10							
22147141	Basis Müsli Cerealmix Bio	https://static.openfoodfacts.org/images/products/22147141/front.3.400.jpg	0	a		1548		7	0.9								58.9	3.2			11.1	13				0.2	0.078740157480315																																										-6	-6							
22147147	Basis Müsli		0																																																																										
2217421015614	Muesli Croustillant Choc Bio		0																																																																										
22175205	Knusper-Müsli Schoko-Banane		0	d	4	1879		17	9.6								62	23			7.3	8.4				0.25	0.0984251968503937																																										15	15							
2382199993	Yogi Granola	https://static.openfoodfacts.org/images/products/238/219/999/3/front_en.3.400.jpg	0	b	3																																																																0	0							
24019941	Bio Knuspermüsli Beeren		0	d		1824		14	7								65	17				8.3				0.33	0.12992125984252																																										15	15							
24027359	Muesli crocante amarato e chocokate de leite		0	b	1	883		6	2.8								33.5	15			9.3	3.9				0.1	0.0393700787401575																																				3						0	0							
24077514	Knuspermüsli Karamell		0			1813		14	6.7								64	14				8.4																																																							
26017341	MUESLI Chocolat & Amarante		0																																																																										
26017345	Muesli croquant Bio		0																																																																										
26019093	Croustillant muesli Fruits&Noix		0	d	3	1619		12	5.4								57	24			0	8.1				0.29	0.114173228346457																																										15	15							
26019611	Muesli Fruits & Baies Rouges	https://static.openfoodfacts.org/images/products/26019611/front.6.400.jpg	3	a	4	1482		4	1.6								65	17.5			8.8	9.3				0.01	0.00393700787401575																																										-2	-2							
26019734	Pépites Croustillantes au 4 Noix	https://static.openfoodfacts.org/images/products/26019734/front.4.400.jpg	1	c	4	1950		20	2.2								58	17				10				0.12	0.047244094488189																																										5	5							
26077345	Muesli Fruits & Epeautre	https://static.openfoodfacts.org/images/products/26077345/front.3.400.jpg	0	d	4	1824		14	7								65	17				8.3				0.33	0.12992125984252																																					0					15	15							
26083520	Muesli Clusters Fruity	https://static.openfoodfacts.org/images/products/26083520/front_en.9.400.jpg	6	d	4	1780		13.7	5.5								62.9	29.4			8.4	7.8				0.33274	0.131																																										12	12							
2680075352853	7 céréales		0		3																																																																								
27020531	Granola Müsli Riegel Schoko		0	c	4	1590		11	3.7								69	1.4				7.7				0.4	0.15748031496063																																										4	4							
27021408	Fruit Crunchy	https://static.openfoodfacts.org/images/products/27021408/front.3.400.jpg	1	d	4	1971		19.5	7.5								61.5	19				9				0.14	0.0551181102362205																																				4						16	16							
27024294	Crunchy Granola - Muesli Croustillant		1	b	4	1766		12	1.4								65	22			8.1	11				0.01	0.00393700787401575																																										0	0							
27038284	Crunchy Muesli Chocolate bio	https://static.openfoodfacts.org/images/products/27038284/front.12.400.jpg	0	d	4	1854		15	6.3								63	17				10				0.33	0.12992125984252																																										15	15							
27095065	Premium Muesli - Fruits, noix, & graines		0	c		1389		5.1	3.6								61	30			6.3	7.4				0.08	0.031496062992126																																										8	8							
29005611	Dinkel-Früchte-Müsli		0	c	4	1548		7.7	4.5								61.7	17.6			9.3	8.2				0.07	0.0275590551181102																																										6	6							
29096510	Activ Müsli Schoko		0	c	4	1665		11	4.6								60	18			8.8	11				0.16	0.062992125984252																																										6	6							
29099849	Basis-Müsli Cereal-Mix	https://static.openfoodfacts.org/images/products/29099849/front.3.400.jpg	0	a	4	1561		7	0.9								58.9	3.2			9.9	13				0.2	0.078740157480315																																										-6	-6							
29099900	Vollkorn Früchte Müsli		0	a	3	1441		5.2	1.7								59.9	20.2			9.9	8.9				0.08	0.031496062992126																																										-1	-1							
29222587	Muesli Croustillant aux Éclats de Chocolat		1	c	4	1914		17.5	7								62.2	19.5			6.9	9				0.22	0.0866141732283465																																										10	10							
3111900300750	Muesli Protéiné Soja et Fruits		0	a	3	1674		8.3	0.7								48	13.3			5.4	30				0.15	0.0590551181102362																																										-4	-4							
3111900308084	Muesli croustillant quinoa chocolat	https://static.openfoodfacts.org/images/products/311/190/030/8084/front.4.400.jpg	2	c	4	2000		21.7	7								58.1	18.8			7.6	8.7				0.02	0.0078740157480315																																										10	10							
3111900308190	Muesli Croustillant Lin & Graines de Courge	https://static.openfoodfacts.org/images/products/311/190/030/8190/front.11.400.jpg	1	c	3	1970		21	2.1								55.8	18.9			8.5	10.4				0.02	0.0078740157480315																																										6	6							
3111900308213	Muesli Figues Cerises	https://static.openfoodfacts.org/images/products/311/190/030/8213/front.3.400.jpg	1	c	4	1515		1.6	0.2								77	18.7				6.6				0.03	0.0118110236220472																																				25						4	4							
3111900308251	Muesli croustillant badiane coriandre gingembre	https://static.openfoodfacts.org/images/products/311/190/030/8251/front.3.400.jpg	0	b		1681		7.8	0.9								70.6	20.6			7.3	7.9				0.05	0.0196850393700787																																										0	0							
3111900308275	Muesli croustillant miel sarrasin	https://static.openfoodfacts.org/images/products/311/190/030/8275/front.3.400.jpg	0																																																																										
3111900308299	Muesli croustillant cranberry, myrtille, framboise	https://static.openfoodfacts.org/images/products/311/190/030/8299/front.5.400.jpg	0	d	3	2004		15.3	1.4								73.8	22.6				8				0.03	0.0118110236220472																																										11	11							
3111900308305	Muesli Croustillant Grenade Cerise		1	b	3	1866		14.6	1.4								68.6	17.7			5.1	7.5				0.309999999999999	0.122047244094488																																										1	1							
3111900308312	Muesli croustillant Chocolat Châtaigne	https://static.openfoodfacts.org/images/products/311/190/030/8312/front.5.400.jpg	2	c	4	1837		12.5	2.9								73.8	18.4			3.9	5.8				0.03	0.0118110236220472																																										7	7							
3111900308336	Muesli croustillant Epeautre Chocolat	https://static.openfoodfacts.org/images/products/311/190/030/8336/front.3.400.jpg	2	c	4	1839		15.3	3.1								63.3	22.4			6.8	8.4				0.04	0.015748031496063																																										7	7							
3111900308398	Muesli chocolat	https://static.openfoodfacts.org/images/products/311/190/030/8398/front.6.400.jpg	1	c	4	1685		10.2	3.5								62.8	17			7	10.8				0.2	0.078740157480315																																										6	6							
3111900350045	Muesli Fruits des Bois	https://static.openfoodfacts.org/images/products/311/190/035/0045/front.3.400.jpg	1	a	4	1517		6.9	1								60	15.2			7.2	10.8				0.3	0.118110236220472																																										-2	-2							
3111900350243	Joseph Favrichon Muesli Protéiné soja & fruits	https://static.openfoodfacts.org/images/products/311/190/035/0243/front.3.400.jpg	0	a	3	1674		8.3	0.7								48	13.3			5.4	30				0.14	0.0551181102362205																																										-4	-4							
3111900350304	Muesli lin et fibres	https://static.openfoodfacts.org/images/products/311/190/035/0304/front.6.400.jpg	1	a	3	1630		8	1.1								56.1	12.5			12.9	16.3				0.04	0.015748031496063																																										-3	-3							
3111900350311	Muesli croustillant pomme et cannelle		1	a	3	1841		14.9	1.5								62.4	17.9			9.1	9.6				0.01	0.00393700787401575																																										-1	-1							
3111900350335	Muesli croustillant nature	https://static.openfoodfacts.org/images/products/311/190/035/0335/front.9.400.jpg	1	c	3	1950		19	5.1								64	17			6.8	7.1				0	0																																										8	8							
3111900350342	Muesli Croustillant Chocolat		2	c	4	1987		21	6.7								59	18			8.1	8.5				0.02	0.0078740157480315																																										9	9							
